date,adj_close
2023-12-26,154.55075073242188
2023-12-27,154.93406677246094
2023-12-28,154.84559631347656
2023-12-29,154.20672607421875
2024-01-02,151.38583374023438
2024-01-03,150.09820556640625
2024-01-04,149.7148895263672
2024-01-05,150.02940368652344
2024-01-08,153.57766723632812
2024-01-09,154.09861755371094
2024-01-10,155.60244750976562
2024-01-11,156.4968719482422
2024-01-12,156.81141662597656
2024-01-16,157.20457458496094
2024-01-17,156.31011962890625
2024-01-18,158.35455322265625
2024-01-19,161.7652130126953
2024-01-22,162.1976776123047
2024-01-23,162.33529663085938
2024-01-24,163.93739318847656
2024-01-25,165.04808044433594
2024-01-26,164.291259765625
2024-01-29,166.1685791015625
2024-01-30,165.80491638183594
2024-01-31,162.81690979003906
2024-02-01,165.5985107421875
2024-02-02,169.9330596923828
2024-02-05,170.35574340820312
2024-02-06,169.6087188720703
2024-02-07,172.3510284423828
2024-02-08,173.0980224609375
2024-02-09,175.40782165527344
2024-02-12,174.3757781982422
2024-02-13,172.30186462402344
2024-02-14,175.75181579589844
2024-02-15,176.08599853515625
2024-02-16,174.3462677001953
2024-02-20,172.1544189453125
2024-02-21,170.60147094726562
2024-02-22,177.3048095703125
2024-02-23,176.98046875
2024-02-26,177.45225524902344
2024-02-27,177.5603485107422
2024-02-28,177.18687438964844
2024-02-29,179.0936737060547
2024-03-01,183.29066467285156
2024-03-04,184.5192718505859
2024-03-05,181.1675720214844
2024-03-06,182.94664001464844
2024-03-07,185.96414184570312
2024-03-08,182.48468017578125
2024-03-11,180.0765838623047
2024-03-12,183.86073303222656
2024-03-13,182.8483734130859
2024-03-14,181.8752899169922
2024-03-15,179.41802978515625
2024-03-18,180.71543884277344
2024-03-19,181.4919281005859
2024-03-20,183.62484741210935
2024-03-21,185.53529357910156
2024-03-22,185.5254364013672
2024-03-25,185.3090057373047
2024-03-26,184.67941284179688
2024-03-27,184.66957092285156
2024-03-28,184.30560302734375
2024-04-01,184.50233459472656
2024-04-02,183.29234313964844
2024-04-03,184.85647583007812
2024-04-04,181.32481384277344
2024-04-05,184.5318603515625
2024-04-08,184.0498046875
2024-04-09,182.88897705078125
2024-04-10,182.16102600097656
2024-04-11,184.1973571777344
2024-04-12,180.9116668701172
2024-04-15,177.84234619140625
2024-04-16,178.72772216796875
2024-04-17,176.3076934814453
2024-04-18,175.22557067871094
2024-04-19,170.75933837890625
2024-04-22,172.4612274169922
2024-04-23,176.16015625
2024-04-24,175.35345458984375
2024-04-25,174.54678344726562
2024-04-26,176.7602081298828
2024-04-29,176.81922912597656
2024-04-30,174.2319793701172
2024-05-01,172.44155883789062
2024-05-02,174.33038330078125
2024-05-03,177.1733856201172
2024-05-06,180.77391052246097
2024-05-07,180.66571044921875
2024-05-08,180.9214782714844
2024-05-09,181.29530334472656
2024-05-10,181.61993408203125
2024-05-13,180.6952209472656
2024-05-14,181.86587524414065
2024-05-15,186.10585021972656
2024-05-16,184.52200317382812
2024-05-17,184.3547821044922
2024-05-20,185.9287872314453
2024-05-21,186.0271453857422
2024-05-22,185.6828460693359
2024-05-23,185.6238250732422
2024-05-24,187.4929351806641
2024-05-28,188.2996063232422
2024-05-29,186.93218994140625
2024-05-30,183.64646911621097
2024-05-31,183.5677947998047
2024-06-03,183.25296020507812
2024-06-04,182.76107788085935
2024-06-05,186.93218994140625
2024-06-06,186.0664978027344
2024-06-07,186.2140655517578
2024-06-10,188.27993774414065
2024-06-11,187.79544067382812
2024-06-12,189.9126892089844
2024-06-13,191.6360321044922
2024-06-14,191.71482849121097
2024-06-17,194.33428955078125
2024-06-18,195.7720642089844
2024-06-20,194.10780334472656
2024-06-21,192.4435577392578
2024-06-24,190.17857360839844
2024-06-25,191.9314727783203
2024-06-26,191.3800048828125
2024-06-27,192.0890350341797
2024-06-28,191.9019012451172
2024-07-01,192.2268829345703
2024-07-02,193.3987579345703
2024-07-03,195.0334930419922
2024-07-05,195.5652618408203
2024-07-08,196.48109436035156
2024-07-09,196.91441345214844
2024-07-10,198.5195770263672
2024-07-11,195.7130126953125
2024-07-12,196.2939910888672
2024-07-15,197.2689208984375
2024-07-16,198.3127593994141
2024-07-17,190.8679351806641
2024-07-18,189.4203186035156
2024-07-19,188.2878265380859
2024-07-22,191.4193878173828
2024-07-23,191.7246551513672
2024-07-24,184.79188537597656
2024-07-25,182.782958984375
2024-07-26,185.2251739501953
2024-07-29,184.53582763671875
2024-07-30,182.1428680419922
2024-07-31,188.06134033203125
2024-08-01,182.9208221435547
2024-08-02,176.66754150390625
2024-08-05,172.78756713867188
2024-08-06,175.6728973388672
2024-08-07,173.3390350341797
2024-08-08,180.0059051513672
2024-08-09,181.8375701904297
2024-08-12,182.34967041015625
2024-08-13,186.2789001464844
2024-08-14,187.7658843994141
2024-08-15,192.0693359375
2024-08-16,191.9019012451172
2024-08-19,194.0487060546875
2024-08-20,193.69418334960935
2024-08-21,194.6395721435547
2024-08-22,193.00485229492188
2024-08-23,194.8562469482422
2024-08-26,193.08364868164065
2024-08-27,193.72373962402344
2024-08-28,191.9314727783203
2024-08-29,191.5670928955078
2024-08-30,194.3638610839844
2024-09-03,188.642333984375
2024-09-04,188.39613342285156
2024-09-05,187.28334045410156
2024-09-06,183.19656372070312
2024-09-09,186.3182830810547
2024-09-10,186.6925048828125
2024-09-11,189.6763458251953
2024-09-12,192.1875
2024-09-13,193.7631378173828
2024-09-16,194.294921875
2024-09-17,194.17672729492188
2024-09-18,193.5661773681641
2024-09-19,197.3280029296875
2024-09-20,198.49989318847656
2024-09-23,199.61265563964844
2024-09-24,199.9080810546875
2024-09-25,200.29296875
2024-09-26,200.6384124755859
2024-09-27,199.29620361328125
2024-09-30,200.10546875
2024-10-01,198.99026489257812
2024-10-02,199.5725555419922
2024-10-03,199.1580352783203
2024-10-04,201.0923767089844
2024-10-07,199.6514892578125
2024-10-08,201.6351776123047
2024-10-09,203.2537078857422
2024-10-10,202.3161468505859
2024-10-11,204.6452484130859
2024-10-14,206.22430419921875
2024-10-15,204.12217712402344
2024-10-16,205.9183654785156
2024-10-17,205.9183654785156
2024-10-18,206.58946228027344
2024-10-21,205.9775848388672
2024-10-22,205.3361053466797
2024-10-23,204.8623504638672
2024-10-24,204.26036071777344
2024-10-25,203.0464630126953
2024-10-28,203.81625366210935
2024-10-29,203.60899353027344
2024-10-30,202.41485595703125
2024-10-31,199.7600555419922
2024-11-01,199.05935668945312
2024-11-04,198.6843414306641
2024-11-05,202.0595703125
2024-11-06,206.7276306152344
2024-11-07,207.7046661376953
2024-11-08,211.04042053222656
2024-11-11,210.80357360839844
2024-11-12,209.7278289794922
2024-11-13,209.1949005126953
2024-11-14,207.03355407714844
2024-11-15,205.68150329589844
2024-11-18,206.6684112548828
2024-11-19,208.22772216796875
2024-11-20,208.8396148681641
2024-11-21,211.01080322265625
2024-11-22,212.09640502929688
2024-11-25,211.6522979736328
2024-11-26,213.42872619628903
2024-11-27,212.43194580078125
2024-11-29,213.68533325195312
2024-12-02,211.97796630859375
2024-12-03,212.45169067382812
2024-12-04,213.8235015869141
2024-12-05,213.75440979003903
2024-12-06,214.7018280029297
2024-12-09,210.2015380859375
2024-12-10,208.2178497314453
2024-12-11,210.55682373046875
2024-12-12,209.01724243164065
2024-12-13,211.48451232910156
2024-12-16,213.2214813232422
2024-12-17,210.654541015625
2024-12-18,203.3656463623047
2024-12-19,203.20718383789065
2024-12-20,207.0893096923828
2024-12-23,207.90138244628903
2024-12-24,210.57530212402344
2024-12-26,210.8723907470703
2024-12-27,208.3173370361328
2024-12-30,205.88107299804688
2024-12-31,204.9204559326172
2025-01-02,205.97021484375
2025-01-03,209.2185211181641
2025-01-06,209.8523406982422
2025-01-07,206.81202697753903
2025-01-08,207.75282287597656
2025-01-10,204.9006500244141
2025-01-13,204.84124755859375
2025-01-14,206.9704742431641
2025-01-15,210.92190551757812
2025-01-16,212.32818603515625
2025-01-17,215.24969482421875
2025-01-21,218.6366424560547
2025-01-22,219.83494567871097
2025-01-23,221.61753845214844
2025-01-24,220.85498046875
2025-01-27,211.85281372070312
2025-01-28,214.19992065429688
2025-01-29,214.2494354248047
2025-01-30,217.76515197753903
2025-01-31,217.01248168945312
2025-02-03,216.95306396484375
2025-02-04,218.240478515625
2025-02-05,221.64724731445312
2025-02-06,223.9151306152344
2025-02-07,222.6970062255859
2025-02-10,224.8856506347656
2025-02-11,223.7764892578125
2025-02-12,223.31103515625
2025-02-13,225.5095672607422
2025-02-14,226.09385681152344
2025-02-18,227.262451171875
2025-02-19,226.98516845703125
2025-02-20,222.99412536621097
2025-02-21,217.79486083984375
2025-02-24,215.5566864013672
2025-02-25,214.7545166015625
2025-02-26,216.09146118164065
2025-02-27,212.3876190185547
2025-02-28,216.3192443847656
2025-03-03,212.2786865234375
2025-03-04,207.91128540039065
2025-03-05,210.56539916992188
2025-03-06,202.42481994628903
2025-03-07,202.3753204345703
2025-03-10,194.22482299804688
2025-03-11,194.87844848632812
2025-03-12,197.9485015869141
2025-03-13,194.83885192871097
2025-03-14,200.03811645507812
2025-03-17,202.38522338867188
2025-03-18,198.9368896484375
2025-03-19,202.7297515869141
2025-03-20,202.4418029785156
2025-03-21,203.2758331298828
2025-03-24,208.96514892578125
2025-03-25,209.5509490966797
2025-03-26,205.5396423339844
2025-03-27,203.36520385742188
2025-03-28,199.4333343505859
2025-03-31,200.69432067871097
2025-04-01,202.09426879882812
